pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow,underline_text_formatting_demo_style_default_missing,verdana_bold_large_font_id_paraid_overflow,both,underline_text_formatting_demo_style_default_missing.docx,verdana_bold_large_font_id_paraid_overflow.docx,underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow_redline.docx,,underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow_redline.docx,underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow,verdana_bold_large_font_id_paraid_overflow,verdana_font_demo_id_paraid_overflow,both,verdana_bold_large_font_id_paraid_overflow.docx,verdana_font_demo_id_paraid_overflow.docx,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_redline.docx,,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_redline.docx,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2,verdana_bold_large_font_id_paraid_overflow,verdana_font_demo_id_paraid_overflow_2,both,verdana_bold_large_font_id_paraid_overflow.docx,verdana_font_demo_id_paraid_overflow_2.docx,,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2_word_redline.docx,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2_word_redline.docx,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2_word_redline.pdf,verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2_word_redline_accepted.pdf,
verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow,verdana_font_demo_id_paraid_overflow_2,verdana_font_demo_id_paraid_overflow,both,verdana_font_demo_id_paraid_overflow_2.docx,verdana_font_demo_id_paraid_overflow.docx,,verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow_word_redline.docx,verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow_word_redline.docx,verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow_word_redline.pdf,verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow_word_redline_accepted.pdf,
verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow,verdana_font_demo_id_paraid_overflow,verdana_italic_centered_demo_id_paraid_overflow,both,verdana_font_demo_id_paraid_overflow.docx,verdana_italic_centered_demo_id_paraid_overflow.docx,verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow_redline.docx,,verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow_redline.docx,verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow_redline.pdf,verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow_word_redline_accepted.pdf,
verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits,verdana_italic_centered_demo_id_paraid_overflow,vfdsdfcacawesd_suggesting_mixed_edits,both,verdana_italic_centered_demo_id_paraid_overflow.docx,vfdsdfcacawesd_suggesting_mixed_edits.docx,,verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits_word_redline.docx,verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits_word_redline.docx,verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits_word_redline.pdf,verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits_word_redline_accepted.pdf,
verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01,verdana_italic_centered_demo_id_paraid_overflow,word_clean_strict01,both,verdana_italic_centered_demo_id_paraid_overflow.docx,word_clean_strict01.docx,verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01_redline.docx,,verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01_redline.docx,verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01_redline.pdf,MISSING,pdf_accepted
vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow,vfdsdfcacawesd_suggesting_mixed_edits,yellow_highlight_demo_id_paraid_overflow,both,vfdsdfcacawesd_suggesting_mixed_edits.docx,yellow_highlight_demo_id_paraid_overflow.docx,,vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow_word_redline.docx,vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow_word_redline.docx,vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow_word_redline.pdf,vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow_word_redline_accepted.pdf,
word_clean_strict01_word_tolerated_broken_media_rel,word_clean_strict01,word_tolerated_broken_media_rel,both,word_clean_strict01.docx,word_tolerated_broken_media_rel.docx,word_clean_strict01_word_tolerated_broken_media_rel_redline.docx,,word_clean_strict01_word_tolerated_broken_media_rel_redline.docx,word_clean_strict01_word_tolerated_broken_media_rel_redline.pdf,MISSING,pdf_accepted
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr,word_tolerated_broken_media_rel,word_tolerated_duplicate_ppr,both,word_tolerated_broken_media_rel.docx,word_tolerated_duplicate_ppr.docx,word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr_redline.docx,,word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr_redline.docx,word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr_redline.pdf,MISSING,pdf_accepted
word_tolerated_duplicate_ppr_word_tolerated_misplaced_link,word_tolerated_duplicate_ppr,word_tolerated_misplaced_link,both,word_tolerated_duplicate_ppr.docx,word_tolerated_misplaced_link.docx,word_tolerated_duplicate_ppr_word_tolerated_misplaced_link_redline.docx,,word_tolerated_duplicate_ppr_word_tolerated_misplaced_link_redline.docx,word_tolerated_duplicate_ppr_word_tolerated_misplaced_link_redline.pdf,MISSING,pdf_accepted
word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz,word_tolerated_misplaced_link,word_tolerated_misplaced_pgsz,both,word_tolerated_misplaced_link.docx,word_tolerated_misplaced_pgsz.docx,word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz_redline.docx,,word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz_redline.docx,word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz_redline.pdf,MISSING,pdf_accepted
word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority,word_tolerated_misplaced_pgsz,word_tolerated_misplaced_uipriority,both,word_tolerated_misplaced_pgsz.docx,word_tolerated_misplaced_uipriority.docx,word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority_redline.docx,,word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority_redline.docx,word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority_redline.pdf,MISSING,pdf_accepted
word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment,word_tolerated_misplaced_uipriority,word_tolerated_orphan_comment,both,word_tolerated_misplaced_uipriority.docx,word_tolerated_orphan_comment.docx,word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment_redline.docx,,word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment_redline.docx,word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment_redline.pdf,MISSING,pdf_accepted
word_tolerated_orphan_comment_yellow_highlight_demo_id_paraid_overflow,word_tolerated_orphan_comment,yellow_highlight_demo_id_paraid_overflow,both,word_tolerated_orphan_comment.docx,yellow_highlight_demo_id_paraid_overflow.docx,word_tolerated_orphan_comment_yellow_highlight_demo_id_paraid_overflow_redline.docx,,word_tolerated_orphan_comment_yellow_highlight_demo_id_paraid_overflow_redline.docx,word_tolerated_orphan_comment_yellow_highlight_demo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing,yellow_highlight_demo_id_paraid_overflow,yellow_highlight_italic_demo_style_default_missing,both,yellow_highlight_demo_id_paraid_overflow.docx,yellow_highlight_italic_demo_style_default_missing.docx,yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing_redline.docx,yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing_word_redline.docx,yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing_word_redline.docx,yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing_word_redline.pdf,yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing_word_redline_accepted.pdf,
