pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc,behavior__math_all_objects_36ab389c,behavior__math_delimiter_tests_c9d034dc,superdoc_chain,behavior__math_all_objects_36ab389c.docx,behavior__math_delimiter_tests_c9d034dc.docx,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__anchor_images_3327faf8_super_editor__annot2_03ae6b74,super_editor__anchor_images_3327faf8,super_editor__annot2_03ae6b74,superdoc_chain,super_editor__anchor_images_3327faf8.docx,super_editor__annot2_03ae6b74.docx,super_editor__anchor_images_3327faf8_super_editor__annot2_03ae6b74_redline.docx,,MISSING,super_editor__anchor_images_3327faf8_super_editor__annot2_03ae6b74_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__annot2_03ae6b74_super_editor__annotations_import_2_eaae7b97,super_editor__annot2_03ae6b74,super_editor__annotations_import_2_eaae7b97,superdoc_chain,super_editor__annot2_03ae6b74.docx,super_editor__annotations_import_2_eaae7b97.docx,super_editor__annot2_03ae6b74_super_editor__annotations_import_2_eaae7b97_redline.docx,,MISSING,super_editor__annot2_03ae6b74_super_editor__annotations_import_2_eaae7b97_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__annotations_import_2_eaae7b97_super_editor__base_custom_544164f9,super_editor__annotations_import_2_eaae7b97,super_editor__base_custom_544164f9,superdoc_chain,super_editor__annotations_import_2_eaae7b97.docx,super_editor__base_custom_544164f9.docx,super_editor__annotations_import_2_eaae7b97_super_editor__base_custom_544164f9_redline.docx,,MISSING,super_editor__annotations_import_2_eaae7b97_super_editor__base_custom_544164f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__base_custom_544164f9_super_editor__base_ordered_fdff1fb2,super_editor__base_custom_544164f9,super_editor__base_ordered_fdff1fb2,superdoc_chain,super_editor__base_custom_544164f9.docx,super_editor__base_ordered_fdff1fb2.docx,super_editor__base_custom_544164f9_super_editor__base_ordered_fdff1fb2_redline.docx,,MISSING,super_editor__base_custom_544164f9_super_editor__base_ordered_fdff1fb2_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__base_ordered_fdff1fb2_super_editor__basic_comment_d3ba5f1e,super_editor__base_ordered_fdff1fb2,super_editor__basic_comment_d3ba5f1e,superdoc_chain,super_editor__base_ordered_fdff1fb2.docx,super_editor__basic_comment_d3ba5f1e.docx,super_editor__base_ordered_fdff1fb2_super_editor__basic_comment_d3ba5f1e_redline.docx,,MISSING,super_editor__base_ordered_fdff1fb2_super_editor__basic_comment_d3ba5f1e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_comment_d3ba5f1e_super_editor__basic_footnotes_5be96945,super_editor__basic_comment_d3ba5f1e,super_editor__basic_footnotes_5be96945,superdoc_chain,super_editor__basic_comment_d3ba5f1e.docx,super_editor__basic_footnotes_5be96945.docx,super_editor__basic_comment_d3ba5f1e_super_editor__basic_footnotes_5be96945_redline.docx,,MISSING,super_editor__basic_comment_d3ba5f1e_super_editor__basic_footnotes_5be96945_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_footnotes_5be96945_super_editor__basic_list_0fcfe705,super_editor__basic_footnotes_5be96945,super_editor__basic_list_0fcfe705,superdoc_chain,super_editor__basic_footnotes_5be96945.docx,super_editor__basic_list_0fcfe705.docx,super_editor__basic_footnotes_5be96945_super_editor__basic_list_0fcfe705_redline.docx,,MISSING,super_editor__basic_footnotes_5be96945_super_editor__basic_list_0fcfe705_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_list_0fcfe705_super_editor__basic_page_nums_d5b08fc3,super_editor__basic_list_0fcfe705,super_editor__basic_page_nums_d5b08fc3,superdoc_chain,super_editor__basic_list_0fcfe705.docx,super_editor__basic_page_nums_d5b08fc3.docx,super_editor__basic_list_0fcfe705_super_editor__basic_page_nums_d5b08fc3_redline.docx,,MISSING,super_editor__basic_list_0fcfe705_super_editor__basic_page_nums_d5b08fc3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_page_nums_d5b08fc3_super_editor__basic_paragraph_1774f4e4,super_editor__basic_page_nums_d5b08fc3,super_editor__basic_paragraph_1774f4e4,superdoc_chain,super_editor__basic_page_nums_d5b08fc3.docx,super_editor__basic_paragraph_1774f4e4.docx,super_editor__basic_page_nums_d5b08fc3_super_editor__basic_paragraph_1774f4e4_redline.docx,,MISSING,super_editor__basic_page_nums_d5b08fc3_super_editor__basic_paragraph_1774f4e4_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_paragraph_1774f4e4_super_editor__basic_resolved_comment_cac5a1b0,super_editor__basic_paragraph_1774f4e4,super_editor__basic_resolved_comment_cac5a1b0,superdoc_chain,super_editor__basic_paragraph_1774f4e4.docx,super_editor__basic_resolved_comment_cac5a1b0.docx,super_editor__basic_paragraph_1774f4e4_super_editor__basic_resolved_comment_cac5a1b0_redline.docx,,MISSING,super_editor__basic_paragraph_1774f4e4_super_editor__basic_resolved_comment_cac5a1b0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_resolved_comment_cac5a1b0_super_editor__basic_table_shading_d3212ffd,super_editor__basic_resolved_comment_cac5a1b0,super_editor__basic_table_shading_d3212ffd,superdoc_chain,super_editor__basic_resolved_comment_cac5a1b0.docx,super_editor__basic_table_shading_d3212ffd.docx,super_editor__basic_resolved_comment_cac5a1b0_super_editor__basic_table_shading_d3212ffd_redline.docx,,MISSING,super_editor__basic_resolved_comment_cac5a1b0_super_editor__basic_table_shading_d3212ffd_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_table_shading_d3212ffd_super_editor__basic_tracked_change_5a9ff724,super_editor__basic_table_shading_d3212ffd,super_editor__basic_tracked_change_5a9ff724,superdoc_chain,super_editor__basic_table_shading_d3212ffd.docx,super_editor__basic_tracked_change_5a9ff724.docx,super_editor__basic_table_shading_d3212ffd_super_editor__basic_tracked_change_5a9ff724_redline.docx,,MISSING,super_editor__basic_table_shading_d3212ffd_super_editor__basic_tracked_change_5a9ff724_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_tracked_change_5a9ff724_super_editor__blank_doc_b2a325e7,super_editor__basic_tracked_change_5a9ff724,super_editor__blank_doc_b2a325e7,superdoc_chain,super_editor__basic_tracked_change_5a9ff724.docx,super_editor__blank_doc_b2a325e7.docx,super_editor__basic_tracked_change_5a9ff724_super_editor__blank_doc_b2a325e7_redline.docx,,MISSING,super_editor__basic_tracked_change_5a9ff724_super_editor__blank_doc_b2a325e7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__blank_doc_b2a325e7_super_editor__bookmark_use_cases_d20f31f6,super_editor__blank_doc_b2a325e7,super_editor__bookmark_use_cases_d20f31f6,superdoc_chain,super_editor__blank_doc_b2a325e7.docx,super_editor__bookmark_use_cases_d20f31f6.docx,super_editor__blank_doc_b2a325e7_super_editor__bookmark_use_cases_d20f31f6_redline.docx,,MISSING,super_editor__blank_doc_b2a325e7_super_editor__bookmark_use_cases_d20f31f6_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__bookmark_use_cases_d20f31f6_super_editor__broken_complex_list_293fda86,super_editor__bookmark_use_cases_d20f31f6,super_editor__broken_complex_list_293fda86,superdoc_chain,super_editor__bookmark_use_cases_d20f31f6.docx,super_editor__broken_complex_list_293fda86.docx,super_editor__bookmark_use_cases_d20f31f6_super_editor__broken_complex_list_293fda86_redline.docx,,MISSING,super_editor__bookmark_use_cases_d20f31f6_super_editor__broken_complex_list_293fda86_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_complex_list_293fda86_super_editor__broken_list_missing_items_36b4199e,super_editor__broken_complex_list_293fda86,super_editor__broken_list_missing_items_36b4199e,superdoc_chain,super_editor__broken_complex_list_293fda86.docx,super_editor__broken_list_missing_items_36b4199e.docx,super_editor__broken_complex_list_293fda86_super_editor__broken_list_missing_items_36b4199e_redline.docx,,MISSING,super_editor__broken_complex_list_293fda86_super_editor__broken_list_missing_items_36b4199e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_list_missing_items_36b4199e_super_editor__broken_list_7e9b9bf7,super_editor__broken_list_missing_items_36b4199e,super_editor__broken_list_7e9b9bf7,superdoc_chain,super_editor__broken_list_missing_items_36b4199e.docx,super_editor__broken_list_7e9b9bf7.docx,super_editor__broken_list_missing_items_36b4199e_super_editor__broken_list_7e9b9bf7_redline.docx,,MISSING,super_editor__broken_list_missing_items_36b4199e_super_editor__broken_list_7e9b9bf7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_list_7e9b9bf7_super_editor__comment_23ee5ec1,super_editor__broken_list_7e9b9bf7,super_editor__comment_23ee5ec1,superdoc_chain,super_editor__broken_list_7e9b9bf7.docx,super_editor__comment_23ee5ec1.docx,super_editor__broken_list_7e9b9bf7_super_editor__comment_23ee5ec1_redline.docx,,MISSING,super_editor__broken_list_7e9b9bf7_super_editor__comment_23ee5ec1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__comment_23ee5ec1_super_editor__complex_list_def_issue_326369f9,super_editor__comment_23ee5ec1,super_editor__complex_list_def_issue_326369f9,superdoc_chain,super_editor__comment_23ee5ec1.docx,super_editor__complex_list_def_issue_326369f9.docx,super_editor__comment_23ee5ec1_super_editor__complex_list_def_issue_326369f9_redline.docx,,MISSING,super_editor__comment_23ee5ec1_super_editor__complex_list_def_issue_326369f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complex_list_def_issue_326369f9_super_editor__complex_list_def_short_export_8fa15950,super_editor__complex_list_def_issue_326369f9,super_editor__complex_list_def_short_export_8fa15950,superdoc_chain,super_editor__complex_list_def_issue_326369f9.docx,super_editor__complex_list_def_short_export_8fa15950.docx,super_editor__complex_list_def_issue_326369f9_super_editor__complex_list_def_short_export_8fa15950_redline.docx,,MISSING,super_editor__complex_list_def_issue_326369f9_super_editor__complex_list_def_short_export_8fa15950_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complex_list_def_short_export_8fa15950_super_editor__complex_list_def_short_fde20a67,super_editor__complex_list_def_short_export_8fa15950,super_editor__complex_list_def_short_fde20a67,superdoc_chain,super_editor__complex_list_def_short_export_8fa15950.docx,super_editor__complex_list_def_short_fde20a67.docx,super_editor__complex_list_def_short_export_8fa15950_super_editor__complex_list_def_short_fde20a67_redline.docx,,MISSING,super_editor__complex_list_def_short_export_8fa15950_super_editor__complex_list_def_short_fde20a67_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complex_list_def_short_fde20a67_super_editor__complex2_dbba7f05,super_editor__complex_list_def_short_fde20a67,super_editor__complex2_dbba7f05,superdoc_chain,super_editor__complex_list_def_short_fde20a67.docx,super_editor__complex2_dbba7f05.docx,super_editor__complex_list_def_short_fde20a67_super_editor__complex2_dbba7f05_redline.docx,,MISSING,super_editor__complex_list_def_short_fde20a67_super_editor__complex2_dbba7f05_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complex2_dbba7f05_super_editor__complexexport1_69441ab1,super_editor__complex2_dbba7f05,super_editor__complexexport1_69441ab1,superdoc_chain,super_editor__complex2_dbba7f05.docx,super_editor__complexexport1_69441ab1.docx,super_editor__complex2_dbba7f05_super_editor__complexexport1_69441ab1_redline.docx,,MISSING,super_editor__complex2_dbba7f05_super_editor__complexexport1_69441ab1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__complexexport1_69441ab1_super_editor__contract_acc_bbd983a0,super_editor__complexexport1_69441ab1,super_editor__contract_acc_bbd983a0,superdoc_chain,super_editor__complexexport1_69441ab1.docx,super_editor__contract_acc_bbd983a0.docx,super_editor__complexexport1_69441ab1_super_editor__contract_acc_bbd983a0_redline.docx,,MISSING,super_editor__complexexport1_69441ab1_super_editor__contract_acc_bbd983a0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__contract_acc_bbd983a0_super_editor__custom_list_numbering1_7eb9fda4,super_editor__contract_acc_bbd983a0,super_editor__custom_list_numbering1_7eb9fda4,superdoc_chain,super_editor__contract_acc_bbd983a0.docx,super_editor__custom_list_numbering1_7eb9fda4.docx,super_editor__contract_acc_bbd983a0_super_editor__custom_list_numbering1_7eb9fda4_redline.docx,,MISSING,super_editor__contract_acc_bbd983a0_super_editor__custom_list_numbering1_7eb9fda4_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__custom_list_numbering1_7eb9fda4_super_editor__custom_list1_77f82bd7,super_editor__custom_list_numbering1_7eb9fda4,super_editor__custom_list1_77f82bd7,superdoc_chain,super_editor__custom_list_numbering1_7eb9fda4.docx,super_editor__custom_list1_77f82bd7.docx,super_editor__custom_list_numbering1_7eb9fda4_super_editor__custom_list1_77f82bd7_redline.docx,,MISSING,super_editor__custom_list_numbering1_7eb9fda4_super_editor__custom_list1_77f82bd7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__custom_list1_77f82bd7_super_editor__diff_after_10f1912e,super_editor__custom_list1_77f82bd7,super_editor__diff_after_10f1912e,superdoc_chain,super_editor__custom_list1_77f82bd7.docx,super_editor__diff_after_10f1912e.docx,super_editor__custom_list1_77f82bd7_super_editor__diff_after_10f1912e_redline.docx,,MISSING,super_editor__custom_list1_77f82bd7_super_editor__diff_after_10f1912e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after_10f1912e_super_editor__diff_after10_ac257741,super_editor__diff_after_10f1912e,super_editor__diff_after10_ac257741,superdoc_chain,super_editor__diff_after_10f1912e.docx,super_editor__diff_after10_ac257741.docx,super_editor__diff_after_10f1912e_super_editor__diff_after10_ac257741_redline.docx,,MISSING,super_editor__diff_after_10f1912e_super_editor__diff_after10_ac257741_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after10_ac257741_super_editor__diff_after11_1d5b767f,super_editor__diff_after10_ac257741,super_editor__diff_after11_1d5b767f,superdoc_chain,super_editor__diff_after10_ac257741.docx,super_editor__diff_after11_1d5b767f.docx,super_editor__diff_after10_ac257741_super_editor__diff_after11_1d5b767f_redline.docx,,MISSING,super_editor__diff_after10_ac257741_super_editor__diff_after11_1d5b767f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after11_1d5b767f_super_editor__diff_after16_2a48697a,super_editor__diff_after11_1d5b767f,super_editor__diff_after16_2a48697a,superdoc_chain,super_editor__diff_after11_1d5b767f.docx,super_editor__diff_after16_2a48697a.docx,super_editor__diff_after11_1d5b767f_super_editor__diff_after16_2a48697a_redline.docx,,MISSING,super_editor__diff_after11_1d5b767f_super_editor__diff_after16_2a48697a_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after16_2a48697a_super_editor__diff_after19_79c6b379,super_editor__diff_after16_2a48697a,super_editor__diff_after19_79c6b379,superdoc_chain,super_editor__diff_after16_2a48697a.docx,super_editor__diff_after19_79c6b379.docx,super_editor__diff_after16_2a48697a_super_editor__diff_after19_79c6b379_redline.docx,,MISSING,super_editor__diff_after16_2a48697a_super_editor__diff_after19_79c6b379_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after19_79c6b379_super_editor__diff_after2_fc1e0763,super_editor__diff_after19_79c6b379,super_editor__diff_after2_fc1e0763,superdoc_chain,super_editor__diff_after19_79c6b379.docx,super_editor__diff_after2_fc1e0763.docx,super_editor__diff_after19_79c6b379_super_editor__diff_after2_fc1e0763_redline.docx,,MISSING,super_editor__diff_after19_79c6b379_super_editor__diff_after2_fc1e0763_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after2_fc1e0763_super_editor__diff_after3_3f4fb6e8,super_editor__diff_after2_fc1e0763,super_editor__diff_after3_3f4fb6e8,superdoc_chain,super_editor__diff_after2_fc1e0763.docx,super_editor__diff_after3_3f4fb6e8.docx,super_editor__diff_after2_fc1e0763_super_editor__diff_after3_3f4fb6e8_redline.docx,,MISSING,super_editor__diff_after2_fc1e0763_super_editor__diff_after3_3f4fb6e8_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after3_3f4fb6e8_super_editor__diff_after4_471fa40f,super_editor__diff_after3_3f4fb6e8,super_editor__diff_after4_471fa40f,superdoc_chain,super_editor__diff_after3_3f4fb6e8.docx,super_editor__diff_after4_471fa40f.docx,super_editor__diff_after3_3f4fb6e8_super_editor__diff_after4_471fa40f_redline.docx,,MISSING,super_editor__diff_after3_3f4fb6e8_super_editor__diff_after4_471fa40f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after4_471fa40f_super_editor__diff_after5_9fb9d5b4,super_editor__diff_after4_471fa40f,super_editor__diff_after5_9fb9d5b4,superdoc_chain,super_editor__diff_after4_471fa40f.docx,super_editor__diff_after5_9fb9d5b4.docx,super_editor__diff_after4_471fa40f_super_editor__diff_after5_9fb9d5b4_redline.docx,,MISSING,super_editor__diff_after4_471fa40f_super_editor__diff_after5_9fb9d5b4_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after5_9fb9d5b4_super_editor__diff_after6_5f9799d0,super_editor__diff_after5_9fb9d5b4,super_editor__diff_after6_5f9799d0,superdoc_chain,super_editor__diff_after5_9fb9d5b4.docx,super_editor__diff_after6_5f9799d0.docx,super_editor__diff_after5_9fb9d5b4_super_editor__diff_after6_5f9799d0_redline.docx,,MISSING,super_editor__diff_after5_9fb9d5b4_super_editor__diff_after6_5f9799d0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after6_5f9799d0_super_editor__diff_after7_b998213e,super_editor__diff_after6_5f9799d0,super_editor__diff_after7_b998213e,superdoc_chain,super_editor__diff_after6_5f9799d0.docx,super_editor__diff_after7_b998213e.docx,super_editor__diff_after6_5f9799d0_super_editor__diff_after7_b998213e_redline.docx,,MISSING,super_editor__diff_after6_5f9799d0_super_editor__diff_after7_b998213e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after7_b998213e_super_editor__diff_after8_58e5c288,super_editor__diff_after7_b998213e,super_editor__diff_after8_58e5c288,superdoc_chain,super_editor__diff_after7_b998213e.docx,super_editor__diff_after8_58e5c288.docx,super_editor__diff_after7_b998213e_super_editor__diff_after8_58e5c288_redline.docx,,MISSING,super_editor__diff_after7_b998213e_super_editor__diff_after8_58e5c288_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after8_58e5c288_super_editor__diff_after9_a9d4b4b0,super_editor__diff_after8_58e5c288,super_editor__diff_after9_a9d4b4b0,superdoc_chain,super_editor__diff_after8_58e5c288.docx,super_editor__diff_after9_a9d4b4b0.docx,super_editor__diff_after8_58e5c288_super_editor__diff_after9_a9d4b4b0_redline.docx,,MISSING,super_editor__diff_after8_58e5c288_super_editor__diff_after9_a9d4b4b0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after9_a9d4b4b0_super_editor__diff_before_019353a2,super_editor__diff_after9_a9d4b4b0,super_editor__diff_before_019353a2,superdoc_chain,super_editor__diff_after9_a9d4b4b0.docx,super_editor__diff_before_019353a2.docx,super_editor__diff_after9_a9d4b4b0_super_editor__diff_before_019353a2_redline.docx,,MISSING,super_editor__diff_after9_a9d4b4b0_super_editor__diff_before_019353a2_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before_019353a2_super_editor__diff_before10_2f84ca55,super_editor__diff_before_019353a2,super_editor__diff_before10_2f84ca55,superdoc_chain,super_editor__diff_before_019353a2.docx,super_editor__diff_before10_2f84ca55.docx,super_editor__diff_before_019353a2_super_editor__diff_before10_2f84ca55_redline.docx,,MISSING,super_editor__diff_before_019353a2_super_editor__diff_before10_2f84ca55_redline.pdf,MISSING,accepted_docx; pdf_accepted
